Critical Sector Entity Name,Corresponding CSE Domain Name,Identified Phishing/Suspected Domain Name,Phishing/Suspected Domains (i.e. Class Label),Simulated_URL,Levenshtein_Ratio,Length_Difference,Domain_Age_Days,URL_Length,Num_Slashes,Num_Underscores,Num_Question_Marks,Num_Equal_Signs,Special_Chars_Count,Path_Length,Has_Query,Num_Subdomains,Domain_Length,Num_Dots,Num_Hyphens,Label
Airtel,airtel.in,airtel-merchants.in,Phishing,https://airtel-merchants.in,0.5454545454545454,10.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,2
Airtel,airtel.in,airtelrecharge.co.in,Phishing,https://airtelrecharge.co.in,0.6,8.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,2
Airtel,airtel.in,airtelmerchant.in,Phishing,https://airtelmerchant.in,0.6,8.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,2
Airtel,airtel.in,airtelinternetserviceprovider.co.in,Phishing,https://airtelinternetserviceprovider.co.in,0.34285714285714286,23.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,2.0,0.0,2
Airtel,airtel.in,airtelpoint.top,Phishing,https://airtelpoint.top,0.7058823529411765,5.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,2
Airtel,airtel.in,airtela.sbs,Phishing,https://airtela.sbs,0.9230769230769231,1.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2
Airtel,airtel.in,airtelairfiberkarnataka.xyz,Phishing,https://airtelairfiberkarnataka.xyz,0.41379310344827586,17.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,2
Airtel,airtel.in,airtelbroadbandbangalore.xyz,Phishing,https://airtelbroadbandbangalore.xyz,0.4,18.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,2
Airtel,airtel.in,airteldthconnectionbengaluru.xyz,Phishing,https://airteldthconnectionbengaluru.xyz,0.35294117647058826,22.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,2
Airtel,airtel.in,airtelwificonnectiontumakuru.xyz,Phishing,https://airtelwificonnectiontumakuru.xyz,0.35294117647058826,22.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,2
Airtel,airtel.in,airtel365.com,Suspected,https://airtel365.com,0.8,3.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
Airtel,airtel.in,airtel-merchants.site,Suspected,https://airtel-merchants.site,0.5454545454545454,10.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,1
Airtel,airtel.in,airtelmerchnat.in,Suspected,https://airtelmerchnat.in,0.6,8.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airtel.club,Suspected,https://airtel.club,1.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
Airtel,airtel.in,airtel121co.in,Suspected,https://airtel121co.in,0.7058823529411765,5.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
Airtel,airtel.in,airtelfin.in,Suspected,https://airtelfin.in,0.8,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
Airtel,airtel.in,airtelmerchants.in,Suspected,https://airtelmerchants.in,0.5714285714285714,9.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
Airtel,airtel.in,airtelwifi.in,Suspected,https://airtelwifi.in,0.75,4.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
Airtel,airtel.in,airtel-5g.top,Suspected,https://airtel-5g.top,0.8,3.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1
Airtel,airtel.in,airtele.xyz,Suspected,https://airtele.xyz,0.9230769230769231,1.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
Airtel,airtel.in,airtelericsson.in,Suspected,https://airtelericsson.in,0.6,8.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airtelrechargeplan.com,Suspected,https://airtelrechargeplan.com,0.5,12.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1
Airtel,airtel.in,airtelspacex.in,Suspected,https://airtelspacex.in,0.6666666666666666,6.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
Airtel,airtel.in,airtel.cloud,Suspected,https://airtel.cloud,1.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
Airtel,airtel.in,airtelrdc.shop,Suspected,https://airtelrdc.shop,0.8,3.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
Airtel,airtel.in,airtelhd.biz,Suspected,https://airtelhd.biz,0.8571428571428571,2.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
Airtel,airtel.in,airtelmerchnats.net,Suspected,https://airtelmerchnats.net,0.5714285714285714,9.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
Airtel,airtel.in,airteldataloan.in,Suspected,https://airteldataloan.in,0.6,8.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airtel-merchants.shop,Suspected,https://airtel-merchants.shop,0.5454545454545454,10.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,1
Airtel,airtel.in,airtelpay.world,Phishing,https://airtelpay.world,0.8,3.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,2
Airtel,airtel.in,airtel-quickrecharge.world,Phishing,https://airtel-quickrecharge.world,0.46153846153846156,14.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,2
Airtel,airtel.in,airtelstream.in,Suspected,https://airtelstream.in,0.6666666666666666,6.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
Airtel,airtel.in,bhartiairtelnet.in,Suspected,https://bhartiairtelnet.in,0.5714285714285714,9.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
Airtel,airtel.in,airtel121.in,Suspected,https://airtel121.in,0.8,3.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
Airtel,airtel.in,airtel-merchant.co.in,Suspected,https://airtel-merchant.co.in,0.5714285714285714,9.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,1.0,1
Airtel,airtel.in,airtel-5g.net,Suspected,https://airtel-5g.net,0.8,3.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1
Airtel,airtel.in,airtel-ug.info,Suspected,https://airtel-ug.info,0.8,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
Airtel,airtel.in,airteliqalerts.in,Suspected,https://airteliqalerts.in,0.6,8.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airteliqmail.in,Suspected,https://airteliqmail.in,0.6666666666666666,6.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
Airtel,airtel.in,airtelinfotel.in,Suspected,https://airtelinfotel.in,0.631578947368421,7.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
Airtel,airtel.in,airtelretailer.in,Suspected,https://airtelretailer.in,0.6,8.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airtel.org.in,Suspected,https://airtel.org.in,1.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,1
Airtel,airtel.in,bhartiairtel.live,Suspected,https://bhartiairtel.live,0.6666666666666666,6.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,bhartiairtel.online,Suspected,https://bhartiairtel.online,0.6666666666666666,6.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
Airtel,airtel.in,airtelconnect.com,Suspected,https://airtelconnect.com,0.631578947368421,7.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airtelstore.co.in,Suspected,https://airtelstore.co.in,0.7058823529411765,5.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,1
Airtel,airtel.in,airteldtd.in,Suspected,https://airteldtd.in,0.8,3.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
Airtel,airtel.in,airtel.website,Suspected,https://airtel.website,1.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
Airtel,airtel.in,airtelprize.in,Suspected,https://airtelprize.in,0.7058823529411765,5.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
Airtel,airtel.in,airtelapp.xyz,Suspected,https://airtelapp.xyz,0.8,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
Airtel,airtel.in,airtelcare.net,Suspected,https://airtelcare.net,0.75,4.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
Airtel,airtel.in,airtel-merchants.net,Suspected,https://airtel-merchants.net,0.5454545454545454,10.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1
Airtel,airtel.in,postpaidairtel.in,Suspected,https://postpaidairtel.in,0.6,8.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airtel.exchange,Suspected,https://airtel.exchange,1.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
Airtel,airtel.in,airtelpayment.online,Suspected,https://airtelpayment.online,0.631578947368421,7.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1
Airtel,airtel.in,airtel-5gg.top,Suspected,https://airtel-5gg.top,0.75,4.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
Airtel,airtel.in,airtelmerchnat.co.in,Suspected,https://airtelmerchnat.co.in,0.6,8.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,1
Airtel,airtel.in,airtel-ericsson.com,Suspected,https://airtel-ericsson.com,0.5714285714285714,9.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,1
Airtel,airtel.in,airtel-broadband-plans.today,Suspected,https://airtel-broadband-plans.today,0.42857142857142855,16.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,2.0,1
Airtel,airtel.in,airtel-broadband-plans-near-you.sbs,Suspected,https://airtel-broadband-plans-near-you.sbs,0.32432432432432434,25.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,4.0,1
Airtel,airtel.in,airtelstarlink.org,Suspected,https://airtelstarlink.org,0.6,8.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
Airtel,airtel.in,airtelstarlinks.in,Suspected,https://airtelstarlinks.in,0.5714285714285714,9.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
Airtel,airtel.in,airtellink.com,Suspected,https://airtellink.com,0.75,4.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
Airtel,airtel.in,airtel.firm.in,Suspected,https://airtel.firm.in,1.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,1
Airtel,airtel.in,airtelfiber.in,Suspected,https://airtelfiber.in,0.7058823529411765,5.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
Airtel,airtel.in,airtelxtream.co.in,Suspected,https://airtelxtream.co.in,0.6666666666666666,6.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0,1
Airtel,airtel.in,bhartairtel.co.in,Suspected,https://bhartairtel.co.in,0.7058823529411765,5.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,1
Airtel,airtel.in,airtelairfiber.in,Suspected,https://airtelairfiber.in,0.6,8.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
Airtel,airtel.in,airtelxtreamonline.in,Suspected,https://airtelxtreamonline.in,0.5,12.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1
Airtel,airtel.in,bhartiairtelfoundation.co.in,Suspected,https://bhartiairtelfoundation.co.in,0.42857142857142855,16.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2.0,0.0,1
Airtel,airtel.in,airtelvb.top,Suspected,https://airtelvb.top,0.8571428571428571,2.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
Airtel,airtel.in,airtelonebroadband.top,Suspected,https://airtelonebroadband.top,0.5,12.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1
Airtel,airtel.in,airtel-merchants.services,Suspected,https://airtel-merchants.services,0.5454545454545454,10.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,1
Bank of Baroda,bankofbaroda.in,bankofbarodabank.in,Suspected,https://bankofbarodabank.in,0.8571428571428571,4.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
Bank of Baroda,bankofbaroda.in,bankofbarodafin.in,Suspected,https://bankofbarodafin.in,0.8888888888888888,3.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
Bank of Baroda,bankofbaroda.in,bankofbarodaworld.co.in,Suspected,https://bankofbarodaworld.co.in,0.8275862068965517,5.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,0.0,1
Bank of Baroda,bankofbaroda.in,1bankofbaroda.co.in,Suspected,https://1bankofbaroda.co.in,0.96,1.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,1
Bank of Baroda,bankofbaroda.in,thebankofbaroda.in,Suspected,https://thebankofbaroda.in,0.8888888888888888,3.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
Bank of Baroda,bankofbaroda.in,bankofbarodaa.co.in,Suspected,https://bankofbarodaa.co.in,0.96,1.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,1
Bank of Baroda,bankofbaroda.in,bankofbaroda0.co.in,Suspected,https://bankofbaroda0.co.in,0.96,1.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,1
Bank of Baroda,bankofbaroda.in,bankofbarodarewa.co.in,Suspected,https://bankofbarodarewa.co.in,0.8571428571428571,4.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,0.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgi-gov.site,Phishing,https://dc-crsorgi-gov.site,0.25,12.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsverifycertificate.in,Phishing,https://crsverifycertificate.in,0.09090909090909091,18.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorge.in,Phishing,https://dc.crsorge.in,1.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.crs.vievvcert.info,Phishing,https://dc.crsorgi.gov.in.crs.vievvcert.info,1.0,0.0,10.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,6.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsor-go.shop,Phishing,https://crsor-go.shop,0.2,6.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi-gov.xyz,Phishing,https://crsorgi-gov.xyz,0.15384615384615385,9.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,janma-mrityutathya.shop,Phishing,https://janma-mrityutathya.shop,0.0,16.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,csrorgi-gov.shop,Phishing,https://csrorgi-gov.shop,0.15384615384615385,9.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,www.dc.crsorgi.gov.in.verifycertificate.shop,Phishing,https://www.dc.crsorgi.gov.in.verifycertificate.shop,0.0,1.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,6.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,www.dc.crsorgi.gov.in.web.index.php.apnaqafila.shop,Phishing,https://www.dc.crsorgi.gov.in.web.index.php.apnaqafila.shop,0.0,1.0,14.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,51.0,9.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,www.acadmey.mange.project.indaxs.in,Phishing,https://www.acadmey.mange.project.indaxs.in,0.0,1.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,5.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,birth.giantechnical.in,Phishing,https://birth.giantechnical.in,0.0,3.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,verificagovv.xyz,Phishing,https://verificagovv.xyz,0.14285714285714285,10.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,www.service.findapi.info,Phishing,https://www.service.findapi.info,0.0,1.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,3.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,error404.remgoerrocount.xyz,Phishing,https://error404.remgoerrocount.xyz,0.0,6.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,2.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.verifyc.xyz,Phishing,https://dc.crsorgi.gov.in.verifyc.xyz,1.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,5.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,onlineservice.shop,Phishing,https://onlineservice.shop,0.13333333333333333,11.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.govi.ltd,Phishing,https://dc.crsorgi.govi.ltd,1.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,3.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,my.babaprint1.xyz,Phishing,https://my.babaprint1.xyz,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,2
